Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Latin America & Caribbean (excluding high income),LAC,"Population, female",SP.POP.TOTL.FE.IN,97129599,99922970,102794532,105736594,108743209,111804226,114895178,118009336,121149282,124316890,127514159,130770578,134097081,137477551,140908349,144375171,147879985,151463105,155131714,158846890,162558934,166208284,169860258,173574118,177299791,181009878,184700625,188386227,192091017,195804061,199584540,203394636,207161811,210912054,214648218,218360724,222029807,225668129,229275300,232838230,236352929,239794409,243152675,246409254,249608467,252771697,255862735,258891514,261872503,264839573,267694240,270807719,273917185,276962619,279960468,282933364,285928560,289021267,292237425,295382427,298189549,300640527,302854949,305080516
Lao PDR,LAO,"Population, female",SP.POP.TOTL.FE.IN,1074999,1099630,1124969,1151002,1177722,1205244,1233457,1262425,1292391,1323257,1355114,1388065,1421979,1456655,1490881,1522925,1551730,1577770,1603070,1630063,1660882,1696411,1736451,1780139,1826793,1876227,1928218,1982475,2038768,2096811,2156074,2216230,2276927,2337824,2397961,2456528,2513639,2566184,2613956,2660061,2704952,2749003,2792055,2833564,2873441,2915416,2960629,3006220,3051630,3096726,3141557,3186018,3230068,3273809,3317084,3364007,3415910,3469110,3522442,3575847,3629574,3682483,3734796,3787131
Lebanon,LBN,"Population, female",SP.POP.TOTL.FE.IN,892742,919684,948304,977384,1006177,1034042,1062565,1090785,1119759,1149936,1178338,1207908,1239174,1270440,1301301,1332266,1527326,1725303,1589858,1450830,1482768,1515716,1540906,1564060,1595622,1630569,1674660,1718467,1752756,1789092,1826355,1863876,1902112,1937773,1971480,2006214,2042515,2078357,2113287,2148244,2182925,2216621,2244887,2273541,2308160,2341982,2380573,2425840,2464793,2496213,2517928,2541771,2607796,2858601,3157007,3225226,3167365,3105403,3039172,2967783,2914639,2879140,2827383,2758977
Liberia,LBR,"Population, female",SP.POP.TOTL.FE.IN,555216,569876,585105,600641,616449,632797,649643,667000,684949,703573,722802,742304,762447,783663,805798,829260,853862,879894,907585,936178,965697,995548,1025372,1057490,1091170,1124440,1158015,1191755,1225868,1260478,1114203,981835,1039802,1081167,1078253,1087803,1119580,1210882,1340697,1416994,1470314,1513734,1553226,1565364,1583860,1655945,1750726,1839348,1914531,1974485,2031229,2111010,2185460,2232393,2277509,2323065,2369046,2413339,2458807,2505847,2556131,2608243,2661979,2718890
Libya,LBY,"Population, female",SP.POP.TOTL.FE.IN,691972,716523,743303,771781,799870,822775,839960,856217,873699,892672,913320,935568,961125,997740,1043360,1091880,1144154,1199171,1256962,1317570,1380182,1444066,1509655,1577254,1640562,1698189,1754653,1809822,1864185,1918026,1971151,2023299,2074298,2123830,2171635,2217590,2261674,2303939,2344779,2384874,2441925,2518416,2599295,2684383,2773433,2865160,2940457,3000597,3063814,3127657,3191977,3039860,2881548,2939742,2997221,3046854,3094517,3143706,3193468,3240076,3283983,3325769,3365279,3404637
St. Lucia,LCA,"Population, female",SP.POP.TOTL.FE.IN,47652,48259,48831,49403,49974,50550,51141,51746,52356,52993,53714,54487,55255,56014,56752,57553,58447,59365,60306,61267,62278,63354,64451,65529,66584,67621,68621,69576,70485,71350,72238,73189,74248,75328,76297,77174,77967,78689,79365,80048,80669,81198,81739,82285,82807,83308,83785,84234,84671,85135,85705,86305,86816,87284,87752,88222,88683,89132,89573,90001,90411,90712,90909,91192
Latin America & Caribbean,LCN,"Population, female",SP.POP.TOTL.FE.IN,109295780,112405047,115599897,118871128,122204799,125590775,129002195,132431969,135888172,139373483,142892932,146481416,150147302,153876387,157660735,161482907,165342946,169280109,173308631,177383971,181458264,185470449,189489221,193572645,197671577,201761385,205840870,209922697,214028380,218146674,222335534,226553661,230730299,234890991,239037168,243156009,247230664,251268425,255263929,259206852,263094024,266902732,270626403,274245966,277801986,281316873,284750796,288116385,291431783,294730818,297913226,301336964,304753836,308107914,311405153,314670796,317910685,321078554,324093983,327044151,329838234,332281167,334626180,337174577
Least developed countries: UN classification,LDC,"Population, female",SP.POP.TOTL.FE.IN,121604731,124552914,127632929,130803752,134097072,137514399,141012219,144643110,148424244,152288189,156111006,159753440,163561649,167738142,172047878,176362261,180641967,185021785,189822414,194884017,199496058,203958183,209117838,214791041,220647016,226569372,232449031,238409297,244399531,250555320,256764545,262998815,270008923,277644368,285112871,292514990,299998071,307493506,315168339,323143161,331086529,339190521,348090274,357288894,366313945,375512767,384888172,394153458,403548786,413324413,423408599,433856146,444607079,455619351,466875594,478230665,489939753,501973657,514136761,526583374,539408102,552334137,565220666,578319180
Low income,LIC,"Population, female",SP.POP.TOTL.FE.IN,68823072,70418113,72074241,73797699,75609651,77503966,79455802,81505770,83656052,85855428,88116309,90426391,92744076,95130212,97625671,100178481,102784046,105374275,108211126,111188026,113613272,115766408,118467448,121577540,124824713,128146492,131443222,134851518,138303435,141916259,145501374,149150838,153573823,158415284,163029026,167715752,172647229,177512561,182378003,187469720,192480867,197624670,203518514,209698495,215723630,221946264,228617418,235426121,242203203,249150415,256255267,263514703,270719254,277602502,284508254,291715418,299441024,307547231,315996146,324935881,334076789,343180550,352439865,362082454
Liechtenstein,LIE,"Population, female",SP.POP.TOTL.FE.IN,8447,8623,8805,8993,9194,9400,9616,9860,10130,10396,10638,10839,11017,11210,11408,11615,11814,12001,12207,12421,12615,12783,12951,13136,13313,13494,13688,13881,14072,14268,14470,14675,14890,15113,15338,15572,15815,16060,16300,16541,16768,16951,17110,17257,17399,17552,17693,17814,17927,18047,18162,18288,18439,18585,18719,18834,18947,19073,19220,19381,19534,19686,19825,19942
Sri Lanka,LKA,"Population, female",SP.POP.TOTL.FE.IN,4624178,4749088,4876389,5006771,5140315,5276337,5414225,5555752,5699744,5842161,5982653,6120294,6254697,6387061,6516247,6643622,6772347,6901838,7034432,7172162,7309389,7442718,7568465,7684473,7798252,7915402,8035999,8159378,8282826,8403643,8523172,8641456,8757191,8868306,8971824,9066651,9152012,9228458,9297772,9365155,9430039,9519579,9637824,9756948,9872701,9985722,10106367,10234445,10363512,10489088,10608780,10728540,10824621,10893806,10958989,11017785,11071811,11121609,11212976,11288193,11354528,11481595,11498234,11428453
Lower middle income,LMC,"Population, female",SP.POP.TOTL.FE.IN,404918837,414857439,425068461,435585206,446351505,457236892,468175992,479319156,490833318,502681350,514656674,526591820,538923928,551909149,565216450,578800877,592805648,607356064,622196583,637604661,654064795,671228846,688651604,706212494,723985714,742171698,760739490,779522696,798527272,817754226,838174645,857671048,876922780,896379456,916124618,935858142,955582420,975410253,995407613,1015471568,1035913524,1056641678,1077151146,1097478777,1117909906,1138172236,1158266887,1178407023,1198492173,1218820045,1239807591,1261058385,1282044674,1303240768,1324498058,1345393594,1366364908,1387341403,1408104096,1428587747,1449078555,1468855895,1487695689,1507424937
Low & middle income,LMY,"Population, female",SP.POP.TOTL.FE.IN,1043679814,1058480575,1079698779,1106854451,1134217165,1162143249,1191885069,1221591108,1252265670,1284142794,1316608313,1349344494,1381631470,1414265567,1446715279,1478524174,1510181288,1541747634,1573908549,1606971987,1640349032,1674679089,1711018068,1747980413,1784873969,1822582979,1861292180,1900874760,1940798665,1980528938,2021354648,2060675340,2099359205,2137898469,2176147014,2214173691,2252336661,2290305097,2327953563,2365241568,2402340895,2439544669,2476714485,2513580163,2550383135,2587217469,2623862722,2660120440,2696935072,2734416735,2772529884,2811650787,2851574781,2891683696,2931639537,2971365677,3011259761,3051573583,3091340588,3130395819,3168145146,3203483559,3234038509,3267678148
Lesotho,LSO,"Population, female",SP.POP.TOTL.FE.IN,412775,424522,436680,449214,462111,475570,490024,504021,517141,530644,544528,558907,573847,589364,605578,622634,640448,658293,676170,694646,713673,733255,753368,773963,795023,816686,839510,860673,879033,896657,913543,929716,945146,959632,973243,986013,997590,1007116,1014129,1018795,1021176,1021628,1020608,1018296,1014422,1010444,1010320,1013106,1018115,1024847,1030995,1037702,1045364,1054158,1064118,1075264,1087578,1100655,1114109,1127746,1141915,1155756,1168329,1181093
Late-demographic dividend,LTE,"Population, female",SP.POP.TOTL.FE.IN,548319332,549640057,556910202,569738427,582365255,595354681,609656891,623552026,637805378,652754451,668136539,683788038,698535222,712827717,726434608,738982560,751000238,762312747,773325824,784401680,795434746,806761307,819101407,831404032,843277718,855464900,868335437,881875180,895458598,908399161,920573119,932244477,943209390,953608294,963795175,973586951,983163721,992561995,1001585298,1009917380,1017349509,1024488372,1031322703,1037996508,1044589998,1051213201,1057748669,1064126894,1070613324,1077107967,1083317533,1090059635,1097858802,1105801316,1113519657,1120637447,1127637448,1134980987,1141448240,1147105666,1151615899,1154736320,1156275330,1157446763
Lithuania,LTU,"Population, female",SP.POP.TOTL.FE.IN,1491292,1513042,1531852,1548458,1565564,1582652,1599965,1617315,1633661,1646813,1662387,1682148,1699767,1715634,1730945,1745594,1760110,1774382,1787748,1798086,1806888,1817961,1831403,1846650,1862256,1878490,1896342,1915515,1935583,1951020,1958602,1962828,1962236,1955113,1944299,1932061,1919786,1907738,1895768,1884336,1873378,1860532,1848248,1835671,1817338,1790135,1763904,1745156,1728715,1709854,1673851,1635330,1611883,1593602,1577567,1560016,1537363,1512826,1495079,1487938,1485577,1486443,1501661,1522617
Luxembourg,LUX,"Population, female",SP.POP.TOTL.FE.IN,158884,160461,162561,164361,166289,168318,169693,170382,170914,171849,172862,174398,176092,177964,180488,182609,183679,184202,184728,185385,186293,187068,187497,187772,187982,188306,189093,190162,191292,192796,194761,196963,199362,201950,204729,207691,210514,213044,215434,218070,221082,223861,226149,228646,231519,234862,238501,242111,246266,250499,254780,260020,265765,271532,277710,283954,289781,296716,302297,308156,313207,317924,324394,332084
Latvia,LVA,"Population, female",SP.POP.TOTL.FE.IN,1185760,1199765,1211758,1223803,1236187,1246313,1252119,1258369,1267374,1275422,1282009,1289804,1299286,1309584,1320872,1331152,1339396,1347137,1354082,1358384,1361280,1365164,1371026,1378383,1386191,1394094,1403953,1416835,1429982,1436516,1434317,1427819,1409095,1383154,1362511,1345552,1332202,1320117,1308565,1298747,1286989,1271110,1257073,1245312,1231924,1219037,1208273,1198558,1185974,1166323,1141877,1120785,1106189,1093236,1081749,1071516,1060135,1049155,1039395,1030582,1021768,1011596,1007636,1008051
"Macao SAR, China",MAC,"Population, female",SP.POP.TOTL.FE.IN,88859,89660,92934,96314,99792,103340,106913,110453,113900,117168,120094,121180,120743,120466,120320,120272,120271,120269,120218,120135,120149,122219,126907,132438,138348,144641,151269,158153,165211,172357,179517,186255,191710,196222,200601,204871,209041,213089,216988,220759,224355,228346,233941,240653,247425,254246,261164,268205,275313,282541,289940,297195,303856,310177,316594,323145,329873,336822,343986,351296,358628,364321,368988,374241
St. Martin (French part),MAF,"Population, female",SP.POP.TOTL.FE.IN,2109,2168,2232,2297,2366,2449,2553,2674,2773,2849,2926,3002,3083,3167,3252,3354,3472,3583,3688,3792,3889,3977,4452,5426,6533,7693,8905,10165,11461,12785,13697,14064,14289,14473,14618,14724,14789,14813,14789,14849,15161,15610,16057,16503,16948,17390,17825,18241,18631,18985,19183,19124,18942,18724,18501,18361,18248,18084,17752,17372,17076,16759,16680,16834
Morocco,MAR,"Population, female",SP.POP.TOTL.FE.IN,5894745,6048401,6208208,6367675,6525230,6692302,6868445,7051624,7239222,7430072,7626034,7824917,8028282,8237565,8449697,8666727,8888284,9117082,9354790,9599344,9854260,10118930,10389668,10659487,10921726,11178638,11422605,11650961,11872303,12087228,12299808,12510233,12718823,12924447,13124740,13323326,13519731,13714278,13906379,14092998,14275254,14456567,14636269,14810456,14994480,15191659,15385576,15577682,15770522,15965384,16167193,16378020,16594445,16812735,17027786,17235856,17442227,17646668,17840191,18022621,18213816,18410922,18605603,18802069
Monaco,MCO,"Population, female",SP.POP.TOTL.FE.IN,12018,12066,12162,12329,12494,12620,12700,12732,12822,13015,13213,13382,13517,13618,13694,13810,13976,14127,14261,14380,14485,14572,14694,14873,15059,15236,15396,15538,15666,15786,15894,15987,16073,16160,16252,16341,16436,16532,16615,16666,16674,16652,16617,16576,16532,16479,16407,16305,16320,16589,16971,17341,17703,18055,18393,18718,18884,18886,18887,18890,18827,18704,18596,18515
Moldova,MDA,"Population, female",SP.POP.TOTL.FE.IN,1120788,1149761,1176467,1200462,1222624,1242163,1260750,1277957,1293851,1308862,1322937,1336479,1349890,1363112,1376564,1390036,1403546,1416167,1428394,1440244,1451730,1463766,1476653,1489998,1503763,1517345,1531215,1545769,1558671,1568683,1574683,1576931,1576831,1575148,1569666,1560582,1556042,1548748,1546812,1543411,1539705,1536007,1532293,1527848,1524275,1520473,1515526,1511249,1507520,1504835,1502700,1501362,1500883,1500292,1499077,1487320,1469996,1444805,1419884,1397819,1383296,1363630,1330111,1300763
Madagascar,MDG,"Population, female",SP.POP.TOTL.FE.IN,2486782,2553648,2622418,2693253,2766294,2841601,2919675,3001173,3086629,3176494,3270999,3371075,3476039,3584299,3695584,3809764,3926778,4046766,4169848,4295829,4424114,4554099,4686381,4821383,4959283,5101070,5246816,5398398,5557278,5722986,5896690,6078585,6268243,6467292,6676136,6893814,7119438,7351215,7587511,7827050,8068707,8313779,8563371,8818285,9080850,9351211,9629821,9917175,10211594,10513195,10820101,11128890,11438460,11750494,12065787,12383941,12710056,13044649,13384012,13728596,14076752,14424717,14775496,15135032
Maldives,MDV,"Population, female",SP.POP.TOTL.FE.IN,41555,42769,44023,45302,46590,48254,50275,52127,53779,55419,57130,58913,60752,62604,64520,66599,68799,71001,73151,75312,77584,79956,82377,84787,87291,90312,93824,97423,100935,104378,107964,111651,115224,118656,121921,124951,127688,130163,132419,134467,136593,138959,141382,143768,146120,148456,150904,153543,156341,159298,162405,165635,168923,172215,177596,185089,192534,199814,206793,212884,217316,220721,222471,222431
Middle East & North Africa,MEA,"Population, female",SP.POP.TOTL.FE.IN,51888858,53213788,54603553,56046066,57544500,59086634,60702522,62435031,64190816,66007973,67887004,69802585,71762733,73830763,75970763,78262630,80866634,83500686,85852026,88339102,91146821,94269799,97504041,100689066,103986936,107316668,110709749,114131599,117492452,120868852,125165300,128672543,132126521,135111614,137987410,141006506,143992175,146999285,150048906,153157382,156343495,159582800,162621265,165639491,168931803,172441191,176145353,179989399,183946689,187994405,192023295,195845833,199685063,203833535,208078483,212191189,216061701,219860378,223852488,227893479,231463027,234778441,238387287,242173644
Mexico,MEX,"Population, female",SP.POP.TOTL.FE.IN,18028913,18616799,19240634,19891387,20568063,21270482,21991752,22729882,23486454,24258520,25046519,25870987,26731631,27609964,28506368,29419648,30346083,31291999,32255984,33217040,34120789,34922848,35672570,36422094,37164338,37893236,38607741,39311370,40019226,40728948,41509560,42363669,43224989,44092387,44964382,45831232,46680349,47517728,48346692,49166531,49973382,50758748,51530724,52296746,53064573,53823103,54557092,55278659,55985191,56685733,57445993,58268408,59081795,59862821,60610526,61325120,62029592,62712641,63328698,63898082,64410851,64849001,65309171,65814200
Marshall Islands,MHL,"Population, female",SP.POP.TOTL.FE.IN,7498,7740,7999,8274,8562,8864,9179,9561,10078,10691,11251,11655,11989,12342,12737,13181,13648,14127,14624,15134,15675,16274,16921,17596,18297,19026,19775,20541,21293,21925,22445,22939,23409,23860,24291,24706,25109,25504,25892,26216,26410,26508,26552,26555,26534,26494,26439,26360,26261,26162,26061,25828,25456,25045,24596,24111,23591,23040,22460,21855,21224,20567,20346,20571
Middle income,MIC,"Population, female",SP.POP.TOTL.FE.IN,974856742,988062462,1007624538,1033056752,1058607514,1084639283,1112429267,1140085338,1168609618,1198287366,1228492004,1258918103,1288887394,1319135355,1349089608,1378345693,1407397242,1436373359,1465697423,1495783961,1526735760,1558912681,1592550620,1626402873,1660049256,1694436487,1729848958,1766023242,1802495230,1838612679,1875853274,1911524502,1945785382,1979483185,2013117988,2046457939,2079689432,2112792536,2145575560,2177771848,2209860028,2241919999,2273195971,2303881668,2334659505,2365271205,2395245304,2424694319,2454731869,2485266320,2516274617,2548136084,2580855527,2614081194,2647131283,2679650259,2711818737,2744026352,2775344442,2805459938,2834068357,2860303009,2881598644,2905595694
